iter	RMSE
769	0.2805605928
770	0.2804851891
771	0.2803238556
772	0.2801488363
773	0.2800133658
774	0.2798698767
775	0.2797715138
776	0.2796055044
777	0.2794804232
778	0.2793186624
779	0.2792275174
780	0.2790945087
781	0.2789736721
782	0.2787987802
783	0.2786554954
784	0.2784745367
785	0.2783404221
786	0.2781963216
787	0.2780450278
788	0.2779023082
789	0.2777465543
790	0.2776006925
791	0.2774019681
792	0.2773371502
793	0.2771791686
794	0.276960999
795	0.2767647137
796	0.2766105951
797	0.2765072251
798	0.2763504354
799	0.2762354164
800	0.2761466897
801	0.2759881533
802	0.2758211629
803	0.2756654811
804	0.2755161466
805	0.2753753102
806	0.2751991087
807	0.2750780124
808	0.274924047
809	0.2747502475
810	0.2745753894
811	0.2743865113
812	0.2742429829
813	0.274093602
814	0.2739491258
815	0.2737991412
816	0.2737235753
817	0.2736113007
818	0.2734842849
819	0.2733588501
820	0.2732166888
821	0.273050716
822	0.2729109575
823	0.2728072324
824	0.2726829925
825	0.2725530683
826	0.2724183465
827	0.2722784838
828	0.2721353917
829	0.2719549825
830	0.2718277813
831	0.2717237852
832	0.2715894342
833	0.2715540348
834	0.2713970043
835	0.2713136848
836	0.2712018446
837	0.2710825096
838	0.270939104
839	0.2707489658
840	0.2705353032
841	0.2703783126
842	0.2702724338
843	0.2701302705
844	0.2700046928
845	0.2698632999
846	0.2697354939
847	0.2695797948
848	0.2693915377
849	0.2692976089
850	0.2691512307
851	0.269006373
852	0.2688739657
853	0.2687263575
854	0.2685810241
855	0.26841609
856	0.2682777927
857	0.2681353487
858	0.2680115166
859	0.2679239074
860	0.2677059538
861	0.2675492059
862	0.2674256011
863	0.2672761533
864	0.2671175623
865	0.2669742288
866	0.2668272317
867	0.2666811258
868	0.2665493723
869	0.2663981811
870	0.2662754981
871	0.2661229804
872	0.2660032655
873	0.2658528117
874	0.2658315216
875	0.2657245766
876	0.2655717843
877	0.2654133301
878	0.2652866331
879	0.2651538809
880	0.2651417829
881	0.2650423619
882	0.2649158361
883	0.2648097627
884	0.2646781153
885	0.2645287311
886	0.264397794
887	0.2642319973
888	0.2641157176
889	0.2639863763
890	0.2638195897
891	0.2636826711
892	0.2635779606
893	0.2634401894
894	0.2633295158
895	0.2632124423
896	0.2632011657
897	0.2630994275
898	0.2629639252
899	0.2628489217
900	0.2627116217
901	0.2625846311
902	0.2625025644
903	0.2624406034
904	0.2623259684
905	0.2621772637
906	0.2620443051
907	0.2619191717
908	0.2618167264
909	0.2616972473
910	0.2615722508
911	0.2614813374
912	0.2613707121
913	0.2612685588
914	0.2610901809
915	0.2609726613
916	0.2608054478
917	0.2605865578
918	0.260407842
919	0.2603297248
920	0.2601409878
921	0.260088771
922	0.2599581201
923	0.2598734479
924	0.2597558736
925	0.2597454908
926	0.2596294519
927	0.2594948216
928	0.2593681623
929	0.259263663
930	0.2591204109
931	0.2589859369
932	0.2588292614
933	0.2587300906
934	0.2586444439
935	0.2585328163
936	0.2584131255
937	0.2584040256
938	0.2582854995
939	0.2581443144
940	0.2580242761
941	0.2579214188
942	0.2577892994
943	0.2577796484
944	0.2576710683
945	0.2575393196
946	0.2573983901
947	0.2572409486
948	0.2570855936
949	0.2570768337
950	0.2569362347
951	0.2567946616
952	0.2566147488
953	0.2564985657
954	0.2564062699
955	0.2562838376
956	0.2561686509
957	0.2560865516
958	0.2559456237
959	0.2558401305
960	0.2557545974
961	0.2556734717
962	0.2555229109
963	0.2554418577
964	0.2553386929
965	0.2552119477
966	0.2550865424
967	0.2549966511
968	0.2548782599
969	0.2547565459
970	0.2546075765
971	0.2544491307
972	0.2543848145
973	0.2542418046
974	0.2541633711
975	0.2540179205
976	0.2538838745
977	0.2538228811
978	0.2537334386
979	0.253617658
980	0.253542147
981	0.2534585627
982	0.2533188802
983	0.2532118125
984	0.2530780418
985	0.2529691426
986	0.2528593697
987	0.2527872492
988	0.2526326958
989	0.2525135532
990	0.2524162042
991	0.2522696063
992	0.2521882648
993	0.2520672212
994	0.2519654984
995	0.2518759393
996	0.251861724
997	0.2517784561
998	0.2516534733
999	0.2515668092
